Cidades Brasileiras,,,,,,,,
Fonte: https://www.kaggle.com/crisparada/brazilian-cities/downloads/brazilian-cities.zip/6,,,,,,,,
,,,,,,,,
Município,Estado,IBGE_1-4,IDHM,IDHM_Renda,IDHM_Educacao,GDP_CAPITA,COMP_P,Valor Vazio
Umari,CE,225,0.591,0.535,0.497,6141.51,1,0
São João Da Paraúna,GO,53,0.72,0.699,0.664,29900.52,0,0
Santa Terezinha Do Progresso,SC,28,0.682,0.686,0.585,17929.93,3,0
São Francisco,SP,110,0.723,0.705,0.658,16403.07,1,0
Amparo Do Serra,MG,115,0.64,0.616,0.528,9462.36,2,0
Itaú,RN,285,0.614,0.588,0.542,7917.33,5,0
Capela Nova,MG,77,0.648,0.602,0.568,9705.07,2,0
Mamonas,MG,165,0.618,0.565,0.537,7049.9,5,0
Cipotânea,MG,141,0.579,0.592,0.437,6799.89,1,0
Conceição Da Barra De Minas,MG,124,0.685,0.668,0.59,11490.41,1,0
Paulistas,MG,128,0.625,0.593,0.521,9325.12,2,0
Madeiro,PI,279,0.563,0.472,0.489,5713.24,2,0
Leme Do Prado,MG,102,0.67,0.602,0.64,9305.6,5,0
Jenipapo De Minas,MG,190,0.624,0.588,0.52,6066.89,10,0
Ouro Verde De Minas,MG,212,0.595,0.582,0.459,7552.99,3,0
Ibiara,PB,215,0.586,0.548,0.479,7742.19,4,0
Maetinga,BA,169,0.54,0.565,0.368,9603.33,1,0
Olho D'Água Grande,AL,99,0.503,0.473,0.399,8873.82,13,0
Tupirama,TO,73,0.67,0.629,0.593,25380.57,0,0
Avelinópolis,GO,103,0.66,0.682,0.508,18425.35,1,0
Ponte Alta Do Bom Jesus,TO,178,0.603,0.589,0.455,9892.53,0,0
Gonzaga,MG,186,0.606,0.558,0.516,7401.01,2,0
Antônio Almeida,PI,138,0.62,0.579,0.527,14759.57,1,0
Botumirim,MG,242,0.602,0.54,0.517,6997.89,3,0
Nova Roma,GO,108,0.634,0.594,0.529,13277.91,1,0
Alagoinha Do Piauí,PI,148,0.531,0.535,0.391,6099.05,5,0
Jaupaci,GO,100,0.69,0.658,0.602,15168.18,0,0
Guarinos,GO,58,0.652,0.604,0.563,21831.78,2,0
Israelândia,GO,86,0.711,0.664,0.652,15650.05,1,0
Santa Rosa De Lima,SE,159,0.59,0.527,0.514,11612.57,0,0
Buriti Dos Montes,PI,141,0.574,0.527,0.46,5761.68,18,0
Tupanci Do Sul,RS,18,0.69,0.688,0.595,28841.55,0,0
Matos Costa,SC,113,0.657,0.63,0.541,17150.36,1,0
São José Do Piauí,PI,119,0.552,0.569,0.423,6879.05,0,0
Santa Cruz Do Escalvado,MG,83,0.625,0.618,0.485,9119.29,2,0
Santo Antônio Do Caiuá,PR,97,0.696,0.65,0.632,16502.44,1,0
Presidente Juscelino,MG,109,0.614,0.603,0.483,11774.48,2,0
Nazaré,TO,134,0.643,0.584,0.576,11008.3,0,0
Olho D'Água,PB,237,0.57,0.533,0.452,6879.28,2,0
Altaneira,CE,286,0.602,0.547,0.515,6099.04,0,0
Trombas,GO,131,0.653,0.628,0.547,12673.01,0,0
Bandeira,MG,85,0.599,0.583,0.454,9034.7,1,0
Itamarati De Minas,MG,133,0.688,0.677,0.572,10387.7,0,0
São Francisco Do Piauí,PI,116,0.57,0.557,0.448,7121.68,1,0
Milagres Do Maranhão,MA,148,0.527,0.465,0.413,5417.22,0,0
Córrego Do Ouro,GO,77,0.69,0.696,0.578,17697.49,1,0
Vargem Bonita,MG,58,0.696,0.667,0.597,20282.38,4,0
Berizal,MG,173,0.604,0.56,0.52,9547.36,2,0
Barra De São Miguel,PB,139,0.57,0.584,0.44,7526.2,5,0
Esperança Nova,PR,32,0.69,0.69,0.594,23780.46,0,0
Capitão Andrade,MG,241,0.624,0.63,0.478,8301.15,3,0
Firmino Alves,BA,281,0.578,0.596,0.464,7664.18,4,0
Aguiar,PB,177,0.597,0.632,0.447,7966.25,2,0
Guarani De Goiás,GO,130,0.637,0.569,0.557,10616.44,2,0
São João Do Arraial,PI,298,0.523,0.496,0.401,5678.15,0,0
General Sampaio,CE,260,0.568,0.548,0.449,6471.01,0,0
Estrela Do Norte,GO,148,0.71,0.703,0.593,13092.37,5,0
Mesquita,MG,207,0.66,0.638,0.555,7430.75,4,0
Santa Maria Do Tocantins,TO,115,0.634,0.6,0.543,13378.78,0,0
Santana De Cataguases,MG,149,0.69,0.643,0.655,11465.35,1,0
Riachinho,TO,132,0.57,0.503,0.49,9680.46,1,0
Materlândia,MG,111,0.597,0.557,0.497,9530.46,6,0
Couto De Magalhães De Minas,MG,223,0.659,0.6,0.592,9966.61,2,0
Angico,TO,128,0.648,0.576,0.612,12943.4,1,0
Uirapuru,GO,80,0.67,0.632,0.579,14815.38,4,0
Ouro Branco,RN,157,0.645,0.61,0.558,9002.32,0,0
Sebastião Leal,PI,171,0.562,0.516,0.467,10405.02,6,0
Iporanga,SP,144,0.703,0.637,0.668,10155.91,3,0
Felício Dos Santos,MG,129,0.606,0.568,0.494,8685.36,4,0
Assunção Do Piauí,PI,282,0.499,0.462,0.382,5688.18,11,0
Piedade De Ponte Nova,MG,214,0.639,0.616,0.528,10390.55,2,0
Três Ranchos,GO,95,0.745,0.724,0.672,15079.68,1,0
Godoy Moreira,PR,69,0.675,0.642,0.578,13611.73,4,0
Guarará,MG,164,0.652,0.65,0.532,11062.04,5,0
Minador Do Negrão,AL,140,0.563,0.541,0.43,8054.11,4,0
Água Limpa,GO,66,0.722,0.691,0.663,22038.95,1,0
São José Do Povo,MT,83,0.66,0.63,0.577,11273.34,2,0
Jaramataia,AL,230,0.552,0.532,0.451,7670.77,1,0
Matinhas,PB,50,0.541,0.531,0.4,9649.36,3,0
Patis,MG,141,0.614,0.55,0.534,7310.69,1,0
Pacujá,CE,217,0.621,0.562,0.571,7019.45,2,0
Serra Grande,PB,113,0.586,0.549,0.491,14040.32,0,0
Central Do Maranhão,MA,351,0.585,0.503,0.557,5077.34,0,0
Trabiju,SP,77,0.722,0.666,0.697,25831.15,2,0
Aroazes,PI,230,0.583,0.563,0.468,7522.99,6,0
Canudos Do Vale,RS,11,0.713,0.751,0.574,23718.9,6,0
Dom Joaquim,MG,158,0.622,0.61,0.482,9377,3,0
Pilõezinhos,PB,192,0.564,0.532,0.421,8466.28,1,0
Lagoa Dos Patos,MG,202,0.634,0.593,0.556,10100.4,2,0
São João Da Lagoa,MG,145,0.634,0.575,0.546,8740.72,1,0
Nova Olinda,PB,178,0.573,0.557,0.453,7191.55,10,0
Betânia Do Piauí,PI,148,0.489,0.486,0.342,7036.11,0,0
São João Da Serra,PI,215,0.58,0.545,0.478,7078.8,7,0
São José Dos Basílios,MA,221,0.557,0.501,0.48,5708.66,1,0
Balbinos,SP,58,0.669,0.69,0.537,8535.38,1,0
Dores Do Turvo,MG,68,0.629,0.613,0.49,9585.45,1,0
Santa Rosa De Goiás,GO,88,0.701,0.643,0.635,15965.78,2,0
Senador Sá,CE,361,0.603,0.528,0.565,5729.3,4,0
Ribeira Do Piauí,PI,78,0.52,0.505,0.368,9701.43,1,0
Santa Inês,PR,55,0.72,0.675,0.659,24405.3,2,0
Acauã,PI,74,0.528,0.517,0.411,6128.98,1,0
Santo Antônio Do Aventureiro,MG,117,0.67,0.66,0.545,11615.31,0,0
Forquetinha,RS,13,0.68,0.743,0.484,16855.27,2,0
São José Do Divino,PI,187,0.565,0.529,0.44,8072.36,10,0
Morro Do Chapéu Do Piauí,PI,137,0.55,0.536,0.418,6350.61,1,0
Sertãozinho,PB,184,0.621,0.554,0.561,8525.83,1,0
Novo Acordo,TO,216,0.639,0.618,0.53,10031.91,1,0
Itaporã Do Tocantins,TO,96,0.65,0.613,0.531,17077.52,1,0
São Sebastião Do Tocantins,TO,276,0.573,0.516,0.487,8957.33,0,0
São Julião,PI,158,0.594,0.593,0.455,6725.37,0,0
São José Do Sabugi,PB,142,0.617,0.584,0.514,10139.19,1,0
Juramento,MG,130,0.669,0.601,0.617,9649.75,3,0
Caxingó,PI,57,0.488,0.498,0.329,7896.14,1,0
Recursolândia,TO,139,0.5,0.49,0.345,9975.16,0,0
Patos Do Piauí,PI,108,0.563,0.529,0.448,6640.12,3,0
Belágua,MA,366,0.512,0.417,0.455,5658.32,0,0
Aurora Do Tocantins,TO,169,0.677,0.676,0.57,11182.35,2,0
São Bentinho,PB,199,0.606,0.575,0.491,9208.32,1,0
Santa Helena De Minas,MG,245,0.57,0.531,0.474,6479.51,7,0
Muricilândia,TO,123,0.596,0.543,0.524,11925.05,0,0
Mimoso De Goiás,GO,77,0.665,0.656,0.543,15274.88,0,0
São João Do Cariri,PB,124,0.622,0.618,0.488,9599.51,4,0
Conceição De Ipanema,MG,76,0.68,0.664,0.565,8915.02,1,0
Senador Elói De Souza,RN,136,0.583,0.523,0.504,6729.52,1,0
Pai Pedro,MG,128,0.59,0.52,0.52,6691.13,7,0
Coronel Ezequiel,RN,137,0.59,0.545,0.476,7370.03,0,0
Bom Princípio Do Piauí,PI,96,0.532,0.526,0.372,7451.64,20,0
Cravolândia,BA,208,0.599,0.559,0.503,7373.42,7,0
Novo Oriente Do Piauí,PI,139,0.562,0.547,0.418,6328.11,0,0
Pescador,MG,183,0.66,0.615,0.552,9518.67,2,0
Sagres,SP,85,0.73,0.692,0.677,16684.57,3,0
Conceição Do Canindé,PI,128,0.589,0.559,0.482,9012.37,2,0
Colinas Do Sul,GO,177,0.66,0.633,0.549,11540.49,1,0
Santa Filomena Do Maranhão,MA,165,0.525,0.461,0.435,5336.35,1,0
Eliseu Martins,PI,209,0.595,0.616,0.462,8460.23,2,0
Riachão Do Poço,PB,75,0.555,0.537,0.426,9103.11,7,0
Gameleiras,MG,102,0.65,0.559,0.618,7769.37,8,0
Barra Do Guarita,RS,107,0.73,0.696,0.672,12562.33,6,0
Cunhataí,SC,32,0.754,0.777,0.623,20914.09,2,0
Nova Módica,MG,141,0.63,0.61,0.527,10800.38,2,0
Curral De Cima,PB,29,0.529,0.528,0.392,7775.05,2,0
Olímpio Noronha,MG,92,0.674,0.656,0.577,14827.16,2,0
Cristália,MG,262,0.583,0.518,0.482,6736.87,2,0
Flor Do Sertão,SC,13,0.708,0.736,0.608,25415.13,1,0
Bento Fernandes,RN,106,0.58,0.542,0.494,7386.76,0,0
Macururé,BA,242,0.604,0.547,0.539,4893.61,1,0
Caraúbas Do Piauí,PI,55,0.505,0.48,0.347,7040.49,16,0
São João Da Mata,MG,85,0.653,0.676,0.501,14395.25,2,0
Encanto,RN,100,0.629,0.589,0.536,7182.06,9,0
São João Da Ponta,PA,78,0.583,0.522,0.495,6856.64,0,0
Miraselva,PR,61,0.748,0.694,0.707,21446.17,2,0
Cocal Dos Alves,PI,160,0.498,0.504,0.315,6641.65,0,0
São José De Caiana,PB,188,0.565,0.545,0.434,6413.24,3,0
Catuti,MG,170,0.621,0.563,0.549,7755.66,1,0
Coronel Pacheco,MG,93,0.669,0.673,0.565,12810.07,4,0
Serra De São Bento,RN,225,0.58,0.551,0.482,6782.51,3,0
Leandro Ferreira,MG,117,0.71,0.707,0.579,12082.05,3,0
Ibiracatu,MG,193,0.591,0.537,0.489,6426.28,7,0
Taquaral,SP,118,0.759,0.742,0.716,14072.9,0,0
Rafael Fernandes,RN,160,0.608,0.588,0.518,7813.22,3,0
Tufilândia,MA,250,0.555,0.502,0.481,6919.99,0,0
São Geraldo Do Baixio,MG,123,0.63,0.631,0.482,10213.91,1,0
Marilac,MG,189,0.615,0.609,0.488,9281.42,2,0
Catingueira,PB,203,0.574,0.553,0.455,8027.18,2,0
Milton Brandão,PI,101,0.508,0.476,0.357,6066.21,6,0
Campinas Do Piauí,PI,109,0.544,0.524,0.397,7157.8,1,0
Campo Largo Do Piauí,PI,112,0.528,0.479,0.401,5529.52,1,0
Juazeiro Do Piauí,PI,114,0.57,0.522,0.47,7314.04,8,0
São José Do Alegre,MG,145,0.72,0.676,0.652,9335.69,1,0
Irati,SC,26,0.71,0.694,0.609,19621.14,2,0
Sítio Novo,RN,145,0.57,0.528,0.491,7167.77,2,0
Sucupira Do Riachão,MA,203,0.568,0.538,0.447,7056.51,0,0
Rio Espera,MG,108,0.602,0.575,0.474,6672.13,1,0
Crixás Do Tocantins,TO,53,0.644,0.603,0.555,23142.91,0,0
Triunfo Potiguar,RN,152,0.602,0.579,0.516,11714.15,1,0
Junco Do Maranhão,MA,203,0.552,0.55,0.443,11766.26,10,0
Nova Aliança Do Ivaí,PR,57,0.72,0.673,0.691,25650.15,1,0
Turiúba,SP,75,0.75,0.713,0.721,19411.11,0,0
Biquinhas,MG,57,0.688,0.684,0.555,14853.01,4,0
Damião,PB,159,0.521,0.503,0.391,7363.97,2,0
Santa Maria Do Salto,MG,214,0.613,0.593,0.507,7235.93,1,0
Alcantil,PB,132,0.578,0.55,0.458,7115.44,6,0
Monte Santo Do Tocantins,TO,21,0.62,0.572,0.547,17329.04,0,0
Graça Aranha,MA,175,0.57,0.538,0.459,6336.86,1,0
Boa Ventura,PB,224,0.599,0.566,0.48,7187.37,2,0
Solidão,PE,136,0.585,0.547,0.485,6518.51,1,0
Dezesseis De Novembro,RS,15,0.654,0.625,0.553,14029.85,9,0
Guaraciama,MG,221,0.677,0.586,0.655,7796.22,1,0
Santana Do Seridó,RN,81,0.642,0.595,0.58,14426.86,2,0
São Félix De Balsas,MA,130,0.557,0.517,0.43,8638.71,0,0
Congonhas Do Norte,MG,147,0.568,0.566,0.433,7530.16,5,0
São Miguel Do Aleixo,SE,81,0.57,0.571,0.424,9832.69,2,0
São João Da Fronteira,PI,155,0.515,0.516,0.351,6507.29,1,0
Ichu,BA,207,0.631,0.58,0.562,5998.42,1,0
Barra Bonita,SC,16,0.701,0.692,0.599,21793.13,3,0
Severiano Melo,RN,108,0.604,0.579,0.522,10926.55,1,0
São José Da Safira,MG,194,0.583,0.6,0.432,8957.83,3,0
São Francisco De Assis Do Piauí,PI,104,0.485,0.462,0.336,6597.93,3,0
Vieirópolis,PB,65,0.57,0.537,0.455,7191.08,3,0
Ewbank Da Câmara,MG,185,0.68,0.625,0.601,9721.47,1,0
Cumbe,SE,132,0.604,0.576,0.512,9568.32,0,0
Ponto Chique,MG,176,0.606,0.565,0.493,9031.14,1,0
Jacobina Do Piauí,PI,52,0.535,0.509,0.416,6745.37,7,0
Reserva Do Cabaçal,MT,106,0.68,0.642,0.603,14493,2,0
Manoel Emídio,PI,161,0.573,0.534,0.466,7261.18,0,0
Josenópolis,MG,184,0.564,0.541,0.424,7873.19,6,0
Senador Modestino Gonçalves,MG,93,0.62,0.566,0.539,8585.38,1,0
Lajeado Grande,SC,30,0.77,0.75,0.712,26110.11,1,0
Lagoa Santa,GO,32,0.74,0.733,0.638,26050.84,1,0
Porto Rico Do Maranhão,MA,185,0.615,0.538,0.561,6509.98,0,0
Lagoa De São Francisco,PI,174,0.529,0.499,0.4,5737.05,1,0
Júlio Borges,PI,138,0.58,0.5,0.508,6885.73,2,0
Aricanduva,MG,108,0.58,0.553,0.454,7366.15,6,0
Lourdes,SP,78,0.742,0.697,0.717,16755.3,2,0
Bom Sucesso,PB,118,0.59,0.558,0.494,7588.64,4,0
Marzagão,GO,94,0.7,0.692,0.601,17083.52,2,0
Areias,SP,135,0.7,0.627,0.672,9757.85,1,0
Gavião,BA,139,0.599,0.566,0.508,7964.2,0,0
Santa Efigênia De Minas,MG,162,0.607,0.579,0.487,8195.93,1,0
Poço De José De Moura,PB,83,0.612,0.578,0.497,8806.11,4,0
Ibituruna,MG,129,0.675,0.639,0.584,12521.4,1,0
Alvarenga,MG,110,0.59,0.589,0.441,8853.89,0,0
Santa Fé De Minas,MG,155,0.615,0.589,0.492,9384.19,1,0
Pingo D'Água,MG,257,0.619,0.603,0.529,7754.81,0,0
Bertópolis,MG,153,0.594,0.576,0.455,8014.65,4,0
Santana Do Deserto,MG,71,0.65,0.66,0.493,9302.17,1,0
Fruta De Leite,MG,168,0.544,0.548,0.37,6494.7,4,0
Luís Domingues,MA,452,0.588,0.541,0.512,5471.49,1,0
São Francisco Do Oeste,RN,163,0.628,0.581,0.547,8880.31,1,0
Santana De Mangueira,PB,136,0.535,0.488,0.414,7176.06,2,0
Parisi,SP,80,0.721,0.72,0.619,17352.37,2,0
Baraúna,PB,212,0.56,0.526,0.459,7666.51,2,0
Buriti De Goiás,GO,78,0.687,0.707,0.57,14273.85,0,0
Lafaiete Coutinho,BA,105,0.599,0.576,0.483,9245.76,0,0
Dirceu Arcoverde,PI,175,0.561,0.563,0.436,5364.12,0,0
Japi,RN,272,0.569,0.528,0.48,6946.96,7,0
Sítio D'Abadia,GO,55,0.617,0.59,0.497,12330.5,0,0
Rio Dos Bois,TO,76,0.616,0.588,0.501,13182.06,0,0
Damolândia,GO,100,0.7,0.688,0.6,12583.33,14,0
Carlos Gomes,RS,10,0.74,0.732,0.622,23543.23,3,0
São Raimundo Do Doca Bezerra,MA,133,0.516,0.478,0.41,7209.19,0,0
Santa Tereza,RS,15,0.746,0.765,0.637,20545.11,2,0
Serra Nova Dourada,MT,49,0.664,0.638,0.56,23576.94,1,0
Tigrinhos,SC,18,0.72,0.688,0.633,21364.1,1,0
Acaiaca,MG,150,0.63,0.61,0.499,8969.23,5,0
Lamim,MG,61,0.655,0.623,0.546,10388.47,1,0
Casa Grande,MG,53,0.652,0.608,0.555,15756.02,2,0
Brás Pires,MG,112,0.625,0.582,0.523,7934.84,2,0
Lagoa Do Sítio,PI,124,0.541,0.504,0.421,7166.09,0,0
Belém,AL,146,0.593,0.587,0.464,8036.87,1,0
Santa Cruz De Salinas,MG,85,0.58,0.548,0.463,8314.87,2,0
Jardim Olinda,PR,57,0.682,0.669,0.6,25825.96,2,0
Sampaio,TO,299,0.606,0.546,0.59,8045.7,0,0
Paial,SC,17,0.718,0.705,0.62,22516.65,1,0
Benedito Leite,MA,182,0.546,0.531,0.426,6542.84,5,0
São Félix De Minas,MG,111,0.62,0.589,0.51,10414.22,1,0
Itaoca,SP,85,0.68,0.627,0.637,10752.82,0,0
Nova América,GO,71,0.68,0.647,0.604,15139.76,1,0
Bonfim Do Piauí,PI,112,0.542,0.542,0.415,6430.72,1,0
Massapê Do Piauí,PI,69,0.525,0.514,0.386,5647.92,1,0
São Patrício,GO,62,0.693,0.668,0.597,17277.84,0,0
Santana Dos Montes,MG,114,0.647,0.608,0.557,9162.57,1,0
São João Das Duas Pontes,SP,79,0.72,0.675,0.686,13641.75,1,0
Flora Rica,SP,53,0.727,0.668,0.723,22168.4,1,0
Rodolfo Fernandes,RN,234,0.604,0.561,0.519,7809.01,0,0
Caridade Do Piauí,PI,122,0.541,0.52,0.426,7078.97,0,0
Afonso Cunha,MA,301,0.529,0.471,0.434,5522.39,0,0
São Francisco,SE,153,0.59,0.564,0.49,9054.03,0,0
São João Do Pacuí,MG,133,0.625,0.606,0.504,8082.58,5,0
Nova Iguaçu De Goiás,GO,133,0.655,0.642,0.54,11949.17,1,0
Luzinópolis,TO,158,0.639,0.593,0.605,11787.98,0,0
Novo Santo Antônio,MT,90,0.653,0.64,0.526,14481.12,1,0
Lucrécia,RN,149,0.65,0.624,0.551,8867.77,6,0
Sucupira,TO,76,0.667,0.623,0.599,18300.43,1,0
José Gonçalves De Minas,MG,80,0.632,0.597,0.553,7562.63,3,0
Coronel Pilar,RS,7,0.727,0.766,0.6,20203.53,2,0
Santa Rosa Do Piauí,PI,230,0.57,0.539,0.483,6765.86,0,0
Fronteira Dos Vales,MG,171,0.59,0.556,0.46,7371.63,1,0
Desterro Do Melo,MG,68,0.631,0.618,0.503,11549.4,1,0
Carmolândia,TO,131,0.64,0.621,0.521,13806.71,0,0
Palestina,AL,235,0.56,0.505,0.467,6934.88,1,0
Senhora Do Porto,MG,113,0.565,0.595,0.378,9677.77,2,0
Córrego Novo,MG,114,0.632,0.596,0.525,11604.25,0,0
Serrinha Dos Pintos,RN,142,0.598,0.555,0.492,7220.24,2,0
Lagoa Do Tocantins,TO,254,0.579,0.543,0.471,8451.72,0,0
São Miguel Da Boa Vista,SC,22,0.71,0.733,0.615,18675.08,1,0
Bocaina,PI,82,0.632,0.614,0.532,7811.73,6,0
Nova Canaã Paulista,SP,38,0.715,0.673,0.675,17285.14,3,0
Contendas Do Sincorá,BA,137,0.58,0.579,0.477,8007.66,1,0
Moiporá,GO,42,0.696,0.652,0.632,20486.08,1,0
Cocal De Telha,PI,144,0.555,0.55,0.399,7176.23,0,0
Córrego Do Bom Jesus,MG,99,0.69,0.665,0.592,9007.7,0,0
Fortuna De Minas,MG,110,0.696,0.651,0.613,11771.18,3,0
Paes Landim,PI,128,0.575,0.537,0.492,8422.48,3,0
Paraú,RN,206,0.603,0.582,0.522,8789.99,3,0
Alegrete Do Piauí,PI,181,0.585,0.564,0.475,7035.96,0,0
Pedra Do Anta,MG,105,0.624,0.636,0.466,10254.32,3,0
Diogo De Vasconcelos,MG,59,0.601,0.578,0.464,8644.01,1,0
Logradouro,PB,119,0.583,0.544,0.47,7876.8,1,0
Taparuba,MG,73,0.645,0.604,0.557,10533.41,0,0
Campo Azul,MG,94,0.621,0.55,0.546,8744.03,1,0
Passagem Franca Do Piauí,PI,187,0.561,0.594,0.393,7498.01,0,0
Itapirapuã Paulista,SP,139,0.66,0.595,0.594,8082.46,0,0
Marcos Parente,PI,244,0.59,0.58,0.494,7504.19,3,0
Lagoa,PB,142,0.563,0.533,0.448,7171.37,6,0
Bacurituba,MA,87,0.537,0.474,0.479,6046.72,0,0
Olho D'Água Do Borges,RN,158,0.585,0.577,0.482,7687.53,2,0
Monte Horebe,PB,152,0.59,0.579,0.463,6988.6,1,0
Lizarda,TO,194,0.57,0.584,0.415,8834.25,0,0
Francinópolis,PI,202,0.564,0.523,0.475,6356.5,2,0
Caiçara Do Rio Do Vento,RN,139,0.59,0.553,0.499,9167.19,2,0
São Bento Do Trairí,RN,146,0.595,0.526,0.525,7625.84,1,0
Ingazeira,PE,44,0.608,0.575,0.51,7319.14,3,0
Bugre,MG,94,0.627,0.602,0.511,8018.09,1,0
Coqueiro Baixo,RS,6,0.69,0.703,0.532,21240.49,1,0
Jurema,PI,69,0.555,0.511,0.435,7091.77,0,0
Curral Novo Do Piauí,PI,104,0.527,0.506,0.422,6398.43,1,0
Riacho Frio,PI,192,0.541,0.483,0.431,7759.71,0,0
Fernandes Tourinho,MG,99,0.65,0.608,0.55,9871.24,1,0
Barcelona,RN,88,0.57,0.564,0.442,8096.15,1,0
Goiabeira,MG,156,0.647,0.628,0.539,9949.81,2,0
Juarina,TO,85,0.584,0.563,0.478,14680.19,0,0
Pilões,RN,144,0.614,0.566,0.527,8642.35,2,0
Santo Antônio Do Itambé,MG,80,0.56,0.537,0.408,8031.27,1,0
Monjolos,MG,63,0.65,0.612,0.548,13901.24,2,0
Miravânia,MG,75,0.593,0.544,0.492,6663.28,2,0
Arraial,PI,129,0.56,0.514,0.449,6929.25,0,0
Bias Fortes,MG,52,0.62,0.605,0.495,8845.92,2,0
Pedra Dourada,MG,66,0.655,0.631,0.539,13282.04,1,0
Olivedos,PB,122,0.603,0.531,0.54,8213.71,2,0
Santiago Do Sul,SC,39,0.728,0.731,0.652,23944.05,1,0
Joca Marques,PI,135,0.504,0.501,0.353,6006.93,1,0
Vitória Brasil,SP,73,0.725,0.686,0.685,17512.27,0,0
Adelândia,GO,114,0.7,0.664,0.622,12481.14,1,0
Santa Salete,SP,28,0.772,0.712,0.748,20871.31,1,0
Granjeiro,CE,79,0.585,0.533,0.526,7134.7,0,0
Campo Alegre Do Fidalgo,PI,89,0.537,0.528,0.385,6411.2,1,0
Serra Azul De Minas,MG,115,0.557,0.537,0.398,7237.23,4,0
Maurilândia Do Tocantins,TO,166,0.58,0.542,0.498,9334.72,0,0
Dom Macedo Costa,BA,96,0.632,0.598,0.531,7521.17,0,0
Santa Terezinha Do Tocantins,TO,111,0.637,0.583,0.584,12385.33,0,0
Monte Formoso,MG,123,0.541,0.523,0.396,6418.11,1,0
Telha,SE,107,0.604,0.564,0.542,9866.85,0,0
Benjamin Constant Do Sul,RS,12,0.619,0.601,0.492,14024.81,6,0
General Maynard,SE,95,0.645,0.609,0.567,9610.47,0,0
Sebastião Barros,PI,114,0.536,0.508,0.394,9138.39,0,0
Major Sales,RN,214,0.617,0.573,0.529,7933.63,2,0
Santa Cruz Dos Milagres,PI,141,0.58,0.524,0.509,7919.5,1,0
Venha-Ver,RN,79,0.555,0.501,0.473,7497.65,2,0
São José Do Peixe,PI,156,0.573,0.548,0.449,8409.94,4,0
Aspásia,SP,49,0.735,0.699,0.657,16808.44,1,0
Caraúbas,PB,88,0.585,0.58,0.485,7485.25,1,0
São Gonçalo Do Piauí,PI,223,0.616,0.538,0.588,6297.33,2,0
São João Do Tigre,PB,100,0.552,0.523,0.424,6977.09,1,0
Marinópolis,SP,62,0.731,0.681,0.694,14394.98,2,0
Damianópolis,GO,110,0.654,0.614,0.558,9047.6,0,0
Argirita,MG,99,0.643,0.645,0.505,10642.45,0,0
Pedra Mole,SE,75,0.593,0.599,0.499,9472.98,0,0
Vila Flor,RN,176,0.58,0.561,0.471,9677.15,0,0
Guaribas,PI,91,0.508,0.483,0.381,6783.9,0,0
Ruy Barbosa,RN,92,0.605,0.548,0.517,8278.28,1,0
Domingos Mourão,PI,54,0.55,0.547,0.403,7090.1,0,0
Pedra Branca,PB,122,0.599,0.532,0.532,7998.32,3,0
São João De Iracema,SP,78,0.748,0.682,0.738,16045.26,0,0
Guaraíta,GO,66,0.687,0.637,0.625,13576.25,1,0
Estrela Dalva,MG,81,0.71,0.719,0.574,12340.17,2,0
Morro Do Pilar,MG,114,0.597,0.622,0.422,9035.61,3,0
Lagoa Do Barro Do Piauí,PI,47,0.502,0.474,0.358,6615.71,2,0
Coronel José Dias,PI,88,0.546,0.518,0.433,6577.97,0,0
Centenário,TO,110,0.569,0.571,0.461,10684.43,0,0
Frutuoso Gomes,RN,182,0.597,0.565,0.512,7200.07,2,0
Ipueiras,TO,78,0.62,0.576,0.518,15777.62,0,0
São Francisco,PB,84,0.58,0.56,0.481,8970.41,2,0
Oliveira Fortes,MG,43,0.635,0.616,0.523,13847.67,1,0
Riacho De Santana,RN,85,0.591,0.545,0.489,7041.85,1,0
Francisco Ayres,PI,128,0.58,0.565,0.45,6974.97,2,0
Gurjão,PB,119,0.625,0.576,0.581,8809.44,2,0
Várzea Branca,PI,67,0.55,0.518,0.44,6146.35,0,0
Flores Do Piauí,PI,136,0.547,0.525,0.443,6808.96,7,0
Dom Viçoso,MG,49,0.687,0.617,0.641,9728.13,1,0
Mãe D'Água,PB,101,0.542,0.52,0.429,7437.65,1,0
Rio Doce,MG,64,0.664,0.644,0.567,11432.05,3,0
Porto Alegre Do Tocantins,TO,143,0.645,0.586,0.584,9702.44,0,0
São João Da Canabrava,PI,68,0.56,0.539,0.446,6577.16,1,0
Umburatiba,MG,82,0.638,0.599,0.531,10958.59,0,0
Santana Do Piauí,PI,96,0.574,0.539,0.476,6542.36,2,0
Vista Serrana,PB,101,0.57,0.554,0.424,7880.84,2,0
Serra Da Raiz,PB,143,0.626,0.57,0.544,9474.27,1,0
Ouro Velho,PB,109,0.614,0.585,0.518,9790.42,2,0
Várzea Grande,PI,152,0.57,0.554,0.474,6854.08,1,0
Lagoa De Velhos,RN,117,0.589,0.566,0.458,10715.61,1,0
Palmelo,GO,95,0.73,0.734,0.659,12224.33,0,0
Passagem,RN,66,0.589,0.547,0.501,9553.51,2,0
Wall Ferraz,PI,84,0.544,0.513,0.443,6739.07,0,0
Brejo Do Piauí,PI,95,0.515,0.531,0.354,7680.83,0,0
Socorro Do Piauí,PI,104,0.561,0.513,0.465,6552.21,2,0
Agricolândia,PI,198,0.599,0.55,0.526,5823.53,1,0
